Name,Pos,Rating,Team,Fantasy Points,FPPG,FPPM,9/27,9/26,9/25,9/24,9/23,9/22,9/21,9/20,9/19,9/18,9/17,9/16,9/15,9/14,9/13,9/12,9/11,9/10,9/9,9/8,9/7,9/6,9/5,9/4,9/3,9/2,9/1,8/31,8/30,8/29,8/28,8/27,8/26,8/25,8/24,8/23,8/22,8/21,8/20,8/19,8/18,8/17,8/16,8/15,8/14,8/13,8/12,8/11,8/10,8/9,8/8,8/7,8/6,8/5,8/4,8/3,8/2,8/1,7/31,7/30,7/29,7/28,7/27,7/26,7/25,7/24,7/23,7/22,7/21,7/20,7/19,7/18,7/17,7/16,7/15,7/14,7/13,7/12,7/11,7/10,7/9,7/8,7/7,7/6,7/5,7/4,7/3,7/2,7/1,6/30,6/29,6/28,6/27,6/26,6/25,6/24,6/23,6/22,6/21,6/20,6/19,6/18,6/17,6/16,6/15,6/14,6/13,6/12,6/11,6/10,6/9,6/8,6/7,6/6,6/5,6/4,6/3,6/2,6/1,5/31,5/30,5/29,5/28,5/27,5/26,5/25,5/24,5/23,5/22,5/21,5/20,5/19,5/18,5/17,5/16,5/15,5/14,5/13,5/12,5/11,5/10,5/9,5/8,5/7,5/6,5/5,5/4,5/3,5/2,5/1,4/30,4/29,4/28,4/27,4/26,4/25,4/24,4/23,4/22,4/21,4/20,4/19,4/18,4/17,4/16,4/15,4/14,4/13,4/12,4/11,4/10,4/9,4/8,4/7,4/6,4/5,4/4,4/3,4/2,4/1,3/31,3/30,3/29,3/28,3/27,3/26,3/25,3/24,3/23,3/22,3/21,3/20,3/19,3/18,3/17,3/16,3/15,3/14,3/13,3/12,3/11,3/10,3/9,3/8,3/7,3/6,3/5,3/4,3/3,3/2,3/1,2/28,2/27,2/26,2/25,2/24,2/23,2/22,2/21,2/20,2/19,2/18,2/17,2/16,2/15,2/14,2/13,2/12,2/11,2/10,2/9,2/8,2/7,2/6,2/5,2/4,2/3,2/2,2/1,1/31,1/30,1/29,1/28,1/27,1/26,1/25,1/24,1/23,1/22,1/21,1/20,1/19,1/18,1/17,1/16,1/15,1/14,1/13,1/12,1/11,1/10,1/9,1/8,1/7,1/6,1/5,1/4,1/3,1/2,1/1,12/31,12/30,12/29,12/28,12/27,12/26,12/25,12/24,12/23,12/22
"Cody Zeller","C",76,"CHA",1054.6,23.2,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,17,25,0,16,0,36,0,32,0,16,23,0,24,0,2,0,0,0,22,0,0,0,0,0,22,0,22,0,27,0,0,0,26,7,0,16,0,35,0,36,0,0,17,0,26,21,0,33,0,6,0,19,0,17,0,0,0,0,0,6,17,0,21,0,23,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,17,0,11,0,0,0,0,0,29,0,28,0,19,0,18,36,0,22,0,27,0,44,0,37,25,0,22,0,20,21,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0
"Avery Bradley","SG",77,"MIA",211.8,21.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,13,0,0,0,0,7,0,0,0,0,0,17,0,13,20,0,11,0,13,0,5,0,11,9,0,6,0,17,7,0,26,0,8,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,2,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,14,0,13,0,0,17,0,20,19,0,0,0,24,0,0,0
"Isaiah Thomas","PG",79,"NO",32.3,10.8,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,17,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Iman Shumpert","PG",72,"BKN",5.2,2.6,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"James Ennis","SF",77,"ORL",718.2,17.3,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,17,0,0,0,0,0,0,0,0,0,0,0,15,0,14,0,16,9,0,29,0,10,0,0,30,22,0,34,0,12,0,12,0,29,0,15,12,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,12,0,6,0,19,0,0,0,0,0,0,25,33,0,31,0,0,14,20,0,0,18,0,12,0,17,0,13,0,14,25,0,17,0,13,0,19,0,6,3,0,0,0,8,0,15,14,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Matthew Dellavedova","PG",70,"CLE",160.8,11.9,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,6,0,11,0,8,0,9,9,0,0,26,4,0,22,0,0,12,0,11,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bojan Bogdanovic","SF",77,"UTA",1785.2,28.5,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,32,0,34,0,13,0,23,0,28,0,0,0,0,0,26,0,24,0,24,0,0,26,0,0,0,0,0,0,0,0,0,27,0,30,0,12,0,41,0,27,61,0,27,0,28,0,41,26,0,38,0,12,0,37,0,0,26,0,25,0,28,23,0,0,29,38,0,20,0,18,20,0,20,0,29,32,0,25,0,22,0,25,22,0,24,0,12,0,0,13,19,0,19,0,7,0,27,0,0,0,0,0,0,0,0,24,0,49,0,15,19,0,22,0,17,0,0,28,0,7,0,15,0,27,16,0,0,37,0,25,0,46,27,0,28,0,35,0,34,0,23,15,0,0,33,0,27,0,23,0,21,0,20,0,0,24,0,15,0,27,0,10,9,0,35,0,11,2,0,0,24,0,21,0,0,22,0
"Jeff Teague","PG",77,"BOS",277.7,38.7,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,6,0,0,5,0,4,0,0,12,0,3,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,8,0,9,3,0,0,3,0,21,0,0,3,0,15,9,0,0,0,4,15,0,0,0,0,9,0,10,0,9,11,0,0,10,0,33,9,0,20,0,0,10,11,0,0,0,0,0,0,0,0,23,0,32,0,0,0,0,9,6,0,13,0,0,9,0,0,0,0,0,0,26,0,7,0,5,0,16,0,18,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,13,0,10,0,11,13,0,0,11,0,0,10,0,16,0,0,11,0,9,0,0,7,0,26,0,0,0,0,0,0,11,0,0,0,0,8,0,22,0,27,16,0,20,0,5,0,37,0
"Damian Lillard","PG",97,"POR",3059.1,50.2,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,48,0,0,48,0,49,0,0,42,0,53,0,0,0,0,0,36,0,0,54,43,0,51,0,46,55,0,53,0,50,53,0,55,0,37,36,0,42,0,40,0,40,0,0,0,0,0,0,0,44,0,18,44,0,36,0,25,0,0,34,53,0,53,0,0,40,0,0,46,0,36,0,29,0,42,36,0,68,0,50,44,0,51,0,0,0,0,0,0,58,38,0,48,0,0,48,0,0,47,28,0,60,0,0,73,57,0,52,0,36,45,0,46,0,0,55,0,0,0,46,37,0,62,0,44,0,0,45,57,0,0,0,0,0,48,0,54,0,33,69,0,33,0,33,0,65,0,43,0,37,0,52,0,31,0,40,0,49,0,0,29,0
"Danny Green","SG",74,"PHI",1520,23.7,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,29,0,17,0,0,0,24,0,22,0,22,0,0,22,0,0,24,0,0,0,0,0,0,0,0,15,20,0,12,0,0,28,18,0,22,0,35,26,0,15,0,18,0,0,0,17,0,19,21,0,23,0,0,22,0,20,0,15,0,0,20,0,0,25,0,17,23,0,32,0,23,0,0,21,0,22,0,14,0,38,33,0,0,31,19,0,27,0,34,25,0,0,0,0,0,0,0,13,0,11,0,29,0,18,0,27,0,31,0,22,0,18,0,8,0,22,0,14,0,7,0,0,13,0,9,29,0,0,17,0,16,0,17,0,10,0,16,16,0,19,0,0,0,24,0,25,0,56,8,0,28,0,20,31,0,26,0,20,0,5,0,19,0,11,27,0,0,10,0
"Cory Joseph","PG",72,"SAC",515.5,62,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,9,0,50,0,0,0,0,0,0,0,0,0,27,0,22,0,0,19,0,0,0,25,0,0,20,0,0,48,22,0,41,0,23,19,0,12,0,36,28,0,36,0,13,14,0,10,0,21,0,26,6,0,26,0,16,0,17,0,34,0,0,0,0,0,0,16,20,0,0,3,0,7,12,0,7,0,5,11,0,20,0,0,30,26,0,21,0,0,6,0,13,12,0,0,12,0,4,0,6,26,0,13,0,0,0,0,13,0,27,0,0,2,0,2,0,7,0,16,0,12,15,0,13,0,20,0,13,0,22,0,13,0,16,10,0,0,31,0
"Mike Conley","PG",83,"UTA",1634.9,33.9,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,32,0,32,0,0,33,0,0,0,0,0,0,0,0,0,39,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,38,0,0,34,0,30,0,0,31,0,0,47,0,0,39,0,19,19,0,45,0,0,27,0,35,0,27,0,0,29,0,31,0,25,0,0,28,0,0,26,0,36,0,29,0,0,0,0,0,0,0,0,23,0,30,0,0,30,0,30,0,31,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,24,16,0,33,0,26,0,47,0,33,33,0,0,26,0,40,0,27,0,31,0,41,0,0,31,0,42,0,33,0,22,20,0,20,0,46,32,0,0,30,0,32,0,0,22,0
"Chris Paul","PG",87,"PHO",2654.4,48.8,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,40,0,0,39,0,0,38,0,0,39,0,51,0,0,0,0,0,66,0,35,0,32,0,42,0,0,0,0,0,0,0,0,0,0,55,0,53,0,48,0,46,0,0,0,27,0,35,0,29,0,0,24,0,31,0,28,0,0,0,0,0,0,0,38,0,35,0,45,0,42,0,40,0,21,72,0,31,0,31,0,52,0,39,24,0,0,38,35,0,35,0,36,0,37,0,28,34,0,37,0,26,45,0,51,0,0,49,0,36,30,0,21,0,42,0,42,28,0,52,0,31,42,0,0,40,0,37,0,33,0,0,0,0,0,0,15,0,31,0,39,0,49,0,33,0,20,0,26,55,0,0,47,0,36,44,0,0,50,0,0,26,0,42,0,18,0,59,0,59,0,24,40,0,0,0,55,37,0,25,0,33,0,0,0,0,0,0,38,0,31,30,0,34,0,0,38,0,37,24,0,22,0,28,55,0,0,23,0
"Victor Oladipo","SG",82,"IND",98.8,289.9,10.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,23,0,0,21,0,20,0,0,0,0,0,0,0,0,0,0,45,0,24,0,0,41,0,37,0,0,40,0,0,0,0,0,0,0,58,0,34,0,0,45,0,25,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,40,0,25,0,0,30,0,30,0,39,0,46,0,24,0,0,0,23,0,47,0,50,0,0,0,0,0,0,45,0,30,0,0,32,0,44,0,33,0,35,0,41,0,0,35,0,0,34,0
"Julius Randle","PF",86,"NY",3225.1,47.1,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,40,0,41,0,41,0,0,32,0,0,0,0,0,0,40,63,0,49,0,45,0,34,0,40,0,29,0,46,48,0,0,0,49,0,31,0,40,0,0,40,41,0,40,0,38,0,36,0,54,38,0,43,0,50,0,56,0,40,41,0,40,0,31,0,0,0,47,0,44,0,46,0,0,56,0,47,60,0,61,0,23,0,0,0,0,0,0,56,0,34,0,51,56,0,41,0,46,0,43,0,0,0,32,0,59,0,37,50,0,0,29,0,52,40,0,0,46,0,47,45,0,38,0,0,34,0,41,0,48,50,0,0,42,46,0,43,0,49,0,23,45,0,43,0,54,0,57,0,39,0,35,0,52,0,57,36,0,0,36,0
"Jordan Clarkson","SG",82,"UTA",1929.8,31.1,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,19,0,14,0,24,0,26,0,24,0,0,0,0,0,27,0,17,0,17,0,0,17,0,0,0,0,0,0,0,0,0,42,0,27,0,38,0,50,0,32,44,0,42,0,31,0,23,28,0,25,0,34,0,32,0,0,33,0,32,0,34,25,0,0,0,0,0,0,0,0,16,0,21,0,33,23,0,29,0,25,0,26,22,0,3,0,27,0,0,14,15,0,26,0,32,0,17,0,0,0,0,0,0,0,0,19,0,34,0,30,21,0,23,0,32,0,0,26,0,31,0,45,0,26,38,0,0,21,0,22,0,24,27,0,11,0,22,0,24,0,29,34,0,0,19,0,26,0,33,0,36,0,28,0,0,38,0,20,0,38,0,28,16,0,28,0,21,26,0,0,16,0,26,0,0,26,0
"JaKarr Sampson","SF",71,"IND",265.4,9.1,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,25,0,20,0,2,0,0,0,0,0,0,0,0,0,0,0,16,0,15,0,21,10,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,25,13,0,0,11,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,9,0,18,3,0,0,0,0,0,0,11,0,0,0,1,0,0,0,0,1,0,0,0,0
"Joel Embiid","C",95,"PHI",2513.3,60.2,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,37,0,73,0,44,0,0,60,0,0,64,0,63,0,0,0,0,0,48,0,49,0,0,49,0,0,39,0,0,0,0,0,0,0,0,31,11,0,0,0,0,39,60,0,51,0,34,45,0,29,0,37,0,35,0,0,0,47,44,0,53,0,0,54,0,48,0,49,0,53,29,0,0,42,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,74,0,48,0,72,0,48,0,35,0,52,0,93,0,60,0,0,0,48,0,53,0,62,0,0,52,0,45,55,0,0,0,0,57,0,44,0,0,0,57,53,0,65,0,0,0,0,0,16,0,84,38,0,0,0,36,68,0,47,0,42,0,40,0,61,0,0,47,0,0,48,0
"Solomon Hill","SF",68,"ATL",827.3,11.9,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,0,10,0,0,0,0,2,0,2,0,0,0,0,1,0,0,2,0,15,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,8,4,0,7,0,0,0,0,9,0,13,0,1,14,0,26,0,14,17,0,14,0,12,12,0,12,0,0,14,0,11,0,28,0,8,0,24,25,0,14,0,13,14,0,12,0,4,0,12,0,0,0,1,0,11,0,3,0,9,0,6,7,0,11,0,0,0,0,0,0,0,10,5,0,3,0,10,0,10,24,0,2,0,21,0,7,0,5,0,7,12,0,10,0,0,0,10,0,8,8,0,7,0,0,8,0,8,12,0,20,0,9,0,15,0,2,0,8,12,0,0,0,21,0,29,0,0,6,0,4,0,1,18,0,10,0,5,0,8,0,0,3,0
"Kemba Walker","PG",85,"BOS",1443,36.8,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,29,0,0,16,0,0,0,47,0,0,0,0,0,0,52,0,31,0,46,0,43,0,0,0,0,0,0,0,0,0,39,0,0,37,0,0,0,0,41,0,34,0,43,0,34,0,40,0,0,25,0,26,0,28,0,39,0,30,0,0,37,0,42,0,0,31,0,27,0,0,29,0,30,0,0,21,0,0,0,0,0,0,27,0,37,0,42,0,46,0,0,30,0,28,0,52,0,0,21,0,37,0,0,29,0,22,0,18,0,36,0,0,34,0,0,19,0,0,29,0,0,42,0,38,0,27,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dean Wade","PF",72,"CLE",883,14.3,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,24,0,11,0,44,12,0,14,0,24,16,0,0,21,20,0,9,0,19,3,0,17,0,14,0,23,0,0,0,16,19,0,0,39,25,0,33,0,0,16,0,15,0,31,0,0,18,0,24,17,0,22,0,25,24,0,15,0,10,14,0,3,0,11,0,0,0,0,0,0,0,0,28,0,18,0,21,0,0,6,16,0,0,0,0,0,0,0,10,5,0,3,0,12,0,0,0,1,1,0,0,0,0,0,0,-2,0,0,0,0,3,0,-1,0,0,0,0,0,0,1,0,0,15,3,0,10,0,10,2,0,1,0,1,0,0,0,2,0,9,0,0,0,18,0
